latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,source_dataset
19.93695,73.71136,323.05,0.4,0.37,2026-08-30,2059,N,VIIRS,n,2.0NRT,287.35,2.32,N,VIIRS_SNPP_NRT
20.35619,72.94963,305.96,0.39,0.36,2026-08-30,2059,N,VIIRS,n,2.0NRT,291.96,1.84,N,VIIRS_SNPP_NRT
21.10102,72.63954,295.93,0.38,0.36,2026-08-30,2059,N,VIIRS,n,2.0NRT,281.97,0.49,N,VIIRS_SNPP_NRT
21.1016,72.63586,315.23,0.38,0.36,2026-08-30,2059,N,VIIRS,n,2.0NRT,282.26,1.65,N,VIIRS_SNPP_NRT
21.26307,72.94081,312.03,0.38,0.36,2026-08-30,2059,N,VIIRS,n,2.0NRT,293.36,2.1,N,VIIRS_SNPP_NRT
21.79665,72.08905,308.36,0.39,0.36,2026-08-30,2059,N,VIIRS,n,2.0NRT,292.6,1.45,N,VIIRS_SNPP_NRT
9.67002,77.45597,297.92,0.57,0.52,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.12,0.77,N,VIIRS_SNPP_NRT
11.62482,79.08276,304.91,0.34,0.56,2026-08-30,2101,N,VIIRS,n,2.0NRT,283.7,0.94,N,VIIRS_SNPP_NRT
13.71089,79.62021,304.97,0.34,0.56,2026-08-30,2101,N,VIIRS,n,2.0NRT,281.19,1.05,N,VIIRS_SNPP_NRT
13.82755,79.33979,302.83,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.47,0.49,N,VIIRS_SNPP_NRT
13.82812,79.33691,305.97,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,279.11,0.49,N,VIIRS_SNPP_NRT
13.82816,79.33921,305.91,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.87,0.64,N,VIIRS_SNPP_NRT
13.82868,79.33408,302.13,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.63,0.73,N,VIIRS_SNPP_NRT
13.82871,79.33633,304.76,0.32,0.55,2026-08-30,2101,N,VIIRS,n,2.0NRT,278.4,0.64,N,VIIRS_SNPP_NRT
15.16888,76.67051,297.02,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,279.46,0.4,N,VIIRS_SNPP_NRT
15.17345,76.78623,302.27,0.42,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,284.14,0.79,N,VIIRS_SNPP_NRT
15.17362,76.69113,301.13,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,281.35,0.52,N,VIIRS_SNPP_NRT
15.1757,76.65623,320.74,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,283.06,3.12,N,VIIRS_SNPP_NRT
15.17636,76.67603,312.47,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,284.26,2.05,N,VIIRS_SNPP_NRT
15.17842,76.66464,301.31,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,282.67,1.47,N,VIIRS_SNPP_NRT
15.18182,76.66927,302.97,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,282.18,1.46,N,VIIRS_SNPP_NRT
15.1825,76.66548,315.65,0.41,0.45,2026-08-30,2101,N,VIIRS,n,2.0NRT,280.75,1.46,N,VIIRS_SNPP_NRT
6.95868,79.95699,300.79,0.47,0.64,2026-08-30,2104,N,VIIRS,n,2.0NRT,282.46,1.05,N,VIIRS_SNPP_NRT
6.74823,81.75127,333.23,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.36,2.28,D,VIIRS_SNPP_NRT
6.99914,81.59812,345.91,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.0,4.66,D,VIIRS_SNPP_NRT
6.99967,81.60159,335.33,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.99,5.33,D,VIIRS_SNPP_NRT
7.00193,81.59413,340.51,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.28,4.66,D,VIIRS_SNPP_NRT
7.00246,81.59761,349.4,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.62,4.66,D,VIIRS_SNPP_NRT
7.00911,81.5966,334.53,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.12,4.34,D,VIIRS_SNPP_NRT
7.07676,81.82498,341.21,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.24,3.59,D,VIIRS_SNPP_NRT
7.09931,80.83875,330.54,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.51,3.8,D,VIIRS_SNPP_NRT
7.17094,81.64171,345.22,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.2,8.79,D,VIIRS_SNPP_NRT
7.1865,81.38634,339.42,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.35,4.57,D,VIIRS_SNPP_NRT
7.32466,81.76436,343.9,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,297.2,4.49,D,VIIRS_SNPP_NRT
7.33384,81.80244,340.74,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.22,3.07,D,VIIRS_SNPP_NRT
7.43173,81.31496,330.4,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,294.08,2.02,D,VIIRS_SNPP_NRT
7.4614,80.99762,354.52,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.46,24.03,D,VIIRS_SNPP_NRT
7.47357,81.65829,346.07,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,297.84,9.86,D,VIIRS_SNPP_NRT
7.52729,80.8979,334.5,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.55,2.18,D,VIIRS_SNPP_NRT
7.60614,81.15155,339.35,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,301.8,8.72,D,VIIRS_SNPP_NRT
7.65419,81.40054,335.93,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.53,2.94,D,VIIRS_SNPP_NRT
7.70496,81.42134,340.73,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.38,6.93,D,VIIRS_SNPP_NRT
7.73714,79.95287,335.15,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.09,3.4,D,VIIRS_SNPP_NRT
7.73915,79.95213,345.5,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.7,5.01,D,VIIRS_SNPP_NRT
7.8739,80.07893,348.7,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.08,5.31,D,VIIRS_SNPP_NRT
7.87699,80.62096,331.9,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.63,2.86,D,VIIRS_SNPP_NRT
7.88657,80.13833,345.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.14,7.77,D,VIIRS_SNPP_NRT
7.88696,80.61943,341.73,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.18,3.88,D,VIIRS_SNPP_NRT
7.92286,81.40872,341.88,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.16,4.75,D,VIIRS_SNPP_NRT
7.94071,81.30248,345.2,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.84,20.34,D,VIIRS_SNPP_NRT
7.94124,81.30596,352.39,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.67,20.34,D,VIIRS_SNPP_NRT
7.94297,81.295,350.67,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.0,80.22,D,VIIRS_SNPP_NRT
7.94403,81.30197,352.31,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.41,20.34,D,VIIRS_SNPP_NRT
7.94456,81.30545,367.0,0.39,0.36,2026-08-31,807,N,VIIRS,h,2.0NRT,311.43,20.34,D,VIIRS_SNPP_NRT
7.95897,80.09814,338.14,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.5,3.06,D,VIIRS_SNPP_NRT
7.96847,80.62367,334.81,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.21,2.45,D,VIIRS_SNPP_NRT
7.99786,80.37258,332.12,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.98,6.58,D,VIIRS_SNPP_NRT
7.9984,80.37608,349.28,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.42,6.58,D,VIIRS_SNPP_NRT
8.01197,81.41592,340.12,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.95,4.35,D,VIIRS_SNPP_NRT
8.03437,80.19405,338.36,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.27,6.16,D,VIIRS_SNPP_NRT
8.08878,80.19277,344.37,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.52,5.01,D,VIIRS_SNPP_NRT
8.14198,79.99303,337.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.02,3.1,D,VIIRS_SNPP_NRT
8.2525,80.51107,330.03,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.77,2.72,D,VIIRS_SNPP_NRT
8.26829,80.17477,333.76,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.72,2.7,D,VIIRS_SNPP_NRT
8.28108,80.16919,341.22,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.37,3.83,D,VIIRS_SNPP_NRT
8.29091,80.21081,346.43,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.56,5.81,D,VIIRS_SNPP_NRT
8.30053,80.16256,339.1,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.91,3.66,D,VIIRS_SNPP_NRT
8.30774,80.12835,332.31,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.22,2.95,D,VIIRS_SNPP_NRT
8.31053,80.29387,334.22,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.49,1.4,D,VIIRS_SNPP_NRT
8.34692,80.20496,336.99,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.9,3.86,D,VIIRS_SNPP_NRT
8.34746,80.20847,336.17,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.73,3.85,D,VIIRS_SNPP_NRT
8.35775,80.80066,337.97,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.22,8.27,D,VIIRS_SNPP_NRT
8.36229,81.05286,337.65,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.94,6.7,D,VIIRS_SNPP_NRT
8.3721,80.43393,336.87,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.21,6.87,D,VIIRS_SNPP_NRT
8.3754,81.1614,336.39,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.17,3.98,D,VIIRS_SNPP_NRT
8.37858,80.18925,336.53,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.88,4.28,D,VIIRS_SNPP_NRT
8.38648,80.15206,334.03,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.84,4.9,D,VIIRS_SNPP_NRT
8.38703,80.15557,346.01,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.23,4.9,D,VIIRS_SNPP_NRT
8.4223,81.09,340.12,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.14,3.98,D,VIIRS_SNPP_NRT
8.42869,80.62504,341.14,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.86,5.61,D,VIIRS_SNPP_NRT
8.4316,80.79919,341.2,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.0,6.05,D,VIIRS_SNPP_NRT
8.43458,80.5528,331.43,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.61,2.47,D,VIIRS_SNPP_NRT
8.44716,80.87873,338.83,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.9,7.37,D,VIIRS_SNPP_NRT
8.4479,80.75037,335.29,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.52,3.6,D,VIIRS_SNPP_NRT
8.46928,80.77913,346.94,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.83,7.93,D,VIIRS_SNPP_NRT
8.47334,80.16677,342.12,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.88,7.33,D,VIIRS_SNPP_NRT
8.47485,80.77115,331.63,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.02,1.53,D,VIIRS_SNPP_NRT
8.47952,80.82387,331.96,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.15,4.13,D,VIIRS_SNPP_NRT
8.48646,80.36195,333.66,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.36,2.3,D,VIIRS_SNPP_NRT
8.49225,80.81834,353.12,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.05,11.16,D,VIIRS_SNPP_NRT
8.49849,80.39584,331.59,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.07,2.61,D,VIIRS_SNPP_NRT
8.49889,80.81732,341.45,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,4.41,D,VIIRS_SNPP_NRT
8.51151,80.56882,332.96,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.44,4.3,D,VIIRS_SNPP_NRT
8.51499,80.74651,334.79,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.49,9.52,D,VIIRS_SNPP_NRT
8.5192,80.46411,331.95,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.33,2.27,D,VIIRS_SNPP_NRT
8.55709,80.62238,336.88,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.97,5.71,D,VIIRS_SNPP_NRT
8.55763,80.62587,339.42,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.82,7.3,D,VIIRS_SNPP_NRT
8.56241,80.85677,347.43,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.81,6.27,D,VIIRS_SNPP_NRT
8.57523,80.74078,334.55,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.39,0.92,D,VIIRS_SNPP_NRT
8.5921,80.41267,348.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.67,9.48,D,VIIRS_SNPP_NRT
8.59252,80.60977,336.11,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.77,3.19,D,VIIRS_SNPP_NRT
8.59517,80.82677,344.09,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.19,24.38,D,VIIRS_SNPP_NRT
8.61153,80.51681,338.01,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.3,5.45,D,VIIRS_SNPP_NRT
8.6128,80.70208,334.35,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.32,4.65,D,VIIRS_SNPP_NRT
8.61921,81.14049,350.21,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,312.03,9.6,D,VIIRS_SNPP_NRT
8.6213,80.7978,348.51,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.04,6.63,D,VIIRS_SNPP_NRT
8.62135,80.97601,335.68,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.01,1.17,D,VIIRS_SNPP_NRT
8.62952,80.56754,333.65,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.3,3.18,D,VIIRS_SNPP_NRT
8.63006,80.57103,332.78,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,301.35,2.36,D,VIIRS_SNPP_NRT
8.63045,80.70648,339.82,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.42,4.17,D,VIIRS_SNPP_NRT
8.63466,80.53464,338.93,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.44,3.24,D,VIIRS_SNPP_NRT
8.6401,80.65864,339.77,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.83,15.49,D,VIIRS_SNPP_NRT
8.65994,80.76608,334.64,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.82,2.09,D,VIIRS_SNPP_NRT
8.66698,80.36886,337.97,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.33,3.35,D,VIIRS_SNPP_NRT
8.67386,80.74609,338.19,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.61,6.91,D,VIIRS_SNPP_NRT
8.68129,81.15162,341.5,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.49,6.41,D,VIIRS_SNPP_NRT
8.6821,80.75552,349.96,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.89,5.09,D,VIIRS_SNPP_NRT
8.74873,80.32748,338.49,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.13,3.57,D,VIIRS_SNPP_NRT
8.78987,80.99559,343.59,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.86,12.29,D,VIIRS_SNPP_NRT
8.80894,80.39244,341.51,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.81,3.36,D,VIIRS_SNPP_NRT
8.85911,80.74155,349.7,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.49,16.02,D,VIIRS_SNPP_NRT
8.90582,80.40517,338.33,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.91,4.3,D,VIIRS_SNPP_NRT
8.91568,80.42508,341.63,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,314.07,28.96,D,VIIRS_SNPP_NRT
8.97013,80.69147,345.28,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.26,6.62,D,VIIRS_SNPP_NRT
8.9767,80.37984,336.51,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.02,6.26,D,VIIRS_SNPP_NRT
8.97723,80.38334,337.39,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.43,6.26,D,VIIRS_SNPP_NRT
9.02789,77.86799,345.65,0.45,0.39,2026-08-31,807,N,VIIRS,n,2.0NRT,311.04,11.75,D,VIIRS_SNPP_NRT
9.04133,80.45132,367.0,0.38,0.36,2026-08-31,807,N,VIIRS,h,2.0NRT,312.33,19.68,D,VIIRS_SNPP_NRT
9.11122,80.50833,339.2,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.26,5.42,D,VIIRS_SNPP_NRT
9.17411,80.12911,332.22,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.33,2.97,D,VIIRS_SNPP_NRT
9.17741,78.13036,346.2,0.43,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,304.75,6.86,D,VIIRS_SNPP_NRT
9.18498,80.30385,347.17,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.38,6.16,D,VIIRS_SNPP_NRT
9.19589,80.66298,337.37,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.9,1.84,D,VIIRS_SNPP_NRT
9.22821,77.66577,339.43,0.45,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,303.45,16.19,D,VIIRS_SNPP_NRT
9.26766,80.71529,340.77,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.73,6.53,D,VIIRS_SNPP_NRT
9.28584,80.72318,340.11,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.2,3.86,D,VIIRS_SNPP_NRT
9.39429,80.28052,338.13,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.48,3.06,D,VIIRS_SNPP_NRT
9.41306,80.4028,353.54,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,5.73,D,VIIRS_SNPP_NRT
9.41691,80.40578,332.41,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.93,5.73,D,VIIRS_SNPP_NRT
9.47052,78.63935,342.36,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,300.43,5.55,D,VIIRS_SNPP_NRT
9.77185,78.36581,340.43,0.42,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,303.44,3.64,D,VIIRS_SNPP_NRT
9.8061,77.88528,340.12,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,312.07,7.57,D,VIIRS_SNPP_NRT
9.80675,77.88925,344.35,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,314.76,7.57,D,VIIRS_SNPP_NRT
9.90981,78.52617,339.05,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,304.96,4.17,D,VIIRS_SNPP_NRT
9.98556,77.43252,336.54,0.46,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,304.75,5.73,D,VIIRS_SNPP_NRT
11.62862,78.61463,331.27,0.4,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,298.12,4.3,D,VIIRS_SNPP_NRT
11.52704,77.24921,330.49,0.45,0.39,2026-08-31,809,N,VIIRS,l,2.0NRT,299.28,3.56,D,VIIRS_SNPP_NRT
11.52934,77.24984,332.74,0.45,0.39,2026-08-31,809,N,VIIRS,n,2.0NRT,298.98,4.63,D,VIIRS_SNPP_NRT
11.73493,77.98431,331.16,0.42,0.37,2026-08-31,809,N,VIIRS,n,2.0NRT,299.52,3.07,D,VIIRS_SNPP_NRT
11.80935,77.92519,331.34,0.42,0.38,2026-08-31,809,N,VIIRS,l,2.0NRT,292.97,2.83,D,VIIRS_SNPP_NRT
11.99381,79.54753,350.08,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,310.35,8.02,D,VIIRS_SNPP_NRT
11.99713,79.547,346.13,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,308.36,8.02,D,VIIRS_SNPP_NRT
12.05555,79.07794,330.89,0.39,0.36,2026-08-31,809,N,VIIRS,l,2.0NRT,302.51,2.96,D,VIIRS_SNPP_NRT
12.58657,79.6415,349.15,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,307.62,4.02,D,VIIRS_SNPP_NRT
13.40939,80.26858,339.14,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,301.29,2.09,D,VIIRS_SNPP_NRT
13.81923,79.34404,351.56,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,293.93,13.51,D,VIIRS_SNPP_NRT
14.47656,78.25895,335.97,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,296.94,5.87,D,VIIRS_SNPP_NRT
27.71435,68.49007,350.78,0.5,0.49,2026-08-31,813,N,VIIRS,n,2.0NRT,304.87,28.78,D,VIIRS_SNPP_NRT
28.12977,76.78864,335.41,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,296.53,2.37,D,VIIRS_SNPP_NRT
31.1293,74.65489,341.05,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,298.33,4.79,D,VIIRS_SNPP_NRT
31.3222,72.33394,341.28,0.43,0.38,2026-08-31,813,N,VIIRS,n,2.0NRT,301.15,8.52,D,VIIRS_SNPP_NRT
31.37494,74.45004,346.78,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,300.46,6.1,D,VIIRS_SNPP_NRT
28.34651,77.2308,309.35,0.41,0.37,2026-08-31,2038,N,VIIRS,n,2.0NRT,291.76,1.97,N,VIIRS_SNPP_NRT
28.37152,77.22688,323.5,0.41,0.37,2026-08-31,2038,N,VIIRS,n,2.0NRT,289.42,1.55,N,VIIRS_SNPP_NRT
29.4606,76.88784,308.38,0.43,0.38,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.7,2.34,N,VIIRS_SNPP_NRT
29.47525,76.859,314.13,0.43,0.38,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.51,2.78,N,VIIRS_SNPP_NRT
29.78555,91.60432,301.18,0.44,0.63,2026-08-31,2038,N,VIIRS,n,2.0NRT,279.53,1.24,N,VIIRS_SNPP_NRT
32.5747,72.56332,308.45,0.5,0.49,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.32,3.15,N,VIIRS_SNPP_NRT
32.8878,71.61481,307.36,0.57,0.52,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.4,3.59,N,VIIRS_SNPP_NRT
32.88905,71.61505,307.79,0.57,0.52,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.31,3.29,N,VIIRS_SNPP_NRT
35.96856,68.68645,302.12,0.45,0.63,2026-08-31,2038,N,VIIRS,n,2.0NRT,291.06,0.58,N,VIIRS_SNPP_NRT
21.10513,72.64378,330.75,0.54,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,287.66,5.89,N,VIIRS_SNPP_NRT
21.10902,72.64436,299.5,0.54,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,284.52,1.6,N,VIIRS_SNPP_NRT
22.3858,73.11745,305.2,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.63,1.11,N,VIIRS_SNPP_NRT
22.3882,73.11613,321.54,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.49,2.6,N,VIIRS_SNPP_NRT
22.38964,73.11803,318.73,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.32,1.41,N,VIIRS_SNPP_NRT
24.76271,74.60774,306.91,0.47,0.4,2026-08-31,2040,N,VIIRS,n,2.0NRT,281.39,1.26,N,VIIRS_SNPP_NRT
24.76335,74.60571,303.34,0.47,0.4,2026-08-31,2040,N,VIIRS,n,2.0NRT,280.61,0.71,N,VIIRS_SNPP_NRT
25.3894,68.57961,315.17,0.36,0.57,2026-08-31,2040,N,VIIRS,n,2.0NRT,293.42,1.29,N,VIIRS_SNPP_NRT
27.71806,68.49272,313.32,0.39,0.59,2026-08-31,2040,N,VIIRS,n,2.0NRT,294.94,0.44,N,VIIRS_SNPP_NRT
28.42419,69.70075,308.69,0.33,0.55,2026-08-31,2040,N,VIIRS,n,2.0NRT,296.56,0.87,N,VIIRS_SNPP_NRT
15.1696,76.37997,296.09,0.39,0.36,2026-08-31,2042,N,VIIRS,n,2.0NRT,271.6,0.65,N,VIIRS_SNPP_NRT
15.65919,73.98986,315.41,0.41,0.37,2026-08-31,2042,N,VIIRS,n,2.0NRT,289.55,1.8,N,VIIRS_SNPP_NRT
17.06269,76.97835,306.39,0.39,0.36,2026-08-31,2042,N,VIIRS,n,2.0NRT,286.56,0.84,N,VIIRS_SNPP_NRT
17.43479,74.96613,307.73,0.4,0.37,2026-08-31,2042,N,VIIRS,n,2.0NRT,289.13,0.74,N,VIIRS_SNPP_NRT
18.42431,74.38948,307.81,0.42,0.38,2026-08-31,2042,N,VIIRS,n,2.0NRT,290.41,0.44,N,VIIRS_SNPP_NRT
18.59601,74.25494,317.81,0.43,0.38,2026-08-31,2042,N,VIIRS,n,2.0NRT,290.26,1.7,N,VIIRS_SNPP_NRT
18.68149,73.03835,311.06,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,292.45,3.11,N,VIIRS_SNPP_NRT
18.68213,73.03376,305.47,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,292.44,1.93,N,VIIRS_SNPP_NRT
18.68646,73.02973,306.48,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,288.82,1.93,N,VIIRS_SNPP_NRT
