predicted_class,predicted_count,prob_min,prob_q25,prob_median,prob_mean,prob_q75,prob_max
agricultural_burn,6,0.7138693332672119,0.9914517998695374,0.9964560270309448,0.9484572410583496,0.9966419339179993,0.9974743723869324
forest_natural_fire,9,0.9240999817848206,0.9934282898902893,0.9943872690200806,0.9859408140182495,0.9979977011680603,0.9981136322021484
gas_flare,1,0.9869726300239563,0.9869726300239563,0.9869726300239563,0.9869726300239563,0.9869726300239563,0.9869726300239563
industrial_fire,19,0.799762487411499,0.9898428320884705,0.9984425902366638,0.9815648794174194,0.9995200634002686,0.9996588230133057
industrial_process_heat,1,0.8807037472724915,0.8807037472724915,0.8807037472724915,0.8807037472724915,0.8807037472724915,0.8807037472724915
mining_activity,6,0.9836656451225281,0.9955164790153503,0.9959331750869751,0.9943006634712219,0.9967626333236694,0.9978553652763367
unclassified,212,0.8244789242744446,0.9990467429161072,0.9991000890731812,0.9958269596099854,0.9992122650146484,0.9995176792144775
