class,frequency,raw_weight,cap_applied,final_weight,weighted_rows
agricultural_burn,22,10.0,True,3.8350983358547657,84.37216338880485
forest_natural_fire,30,10.0,True,3.8350983358547657,115.05295007564297
gas_flare,6,10.0,True,3.8350983358547657,23.010590015128592
industrial_fire,70,10.0,True,3.8350983358547657,268.4568835098336
industrial_process_heat,5,10.0,True,3.8350983358547657,19.17549167927383
mining_activity,30,10.0,True,3.8350983358547657,115.05295007564297
unclassified,851,1.191539365452409,False,0.4569670637551977,388.8789712556732
