latitude,longitude,frp,bright_ti4,bright_ti5,daynight,satellite,confidence,acq_date,acq_time,dist_refinery,dist_oil_gas,dist_mining,dist_industry,dist_power_plant,dist_forest,dist_agriculture,dist_refinery_m,dist_factory,dist_industrial_zone,dist_oil_gas_m,dist_mining_m,dist_forest_m,dist_agriculture_m,dist_powerplant,has_refinery_5km,has_powerplant_5km,has_factory_5km,has_forest_5km,has_agriculture_5km,has_industrial_2km,count_ind_5km,count_ref_5km,count_forest_5km,count_agriculture_5km
32.88999,71.6175,3.33,308.91,293.74,N,N,n,2026-08-30,2055,457.501,999.0,952.491,357.193,358.756,209.309,257.056,457.501,357.193,357.193,999.0,952.491,209.309,257.056,358.756,0,0,0,0,0,0,0,0,0,0
33.29611,71.18341,0.8,310.8,293.05,N,N,n,2026-08-30,2055,518.05,999.0,999.0,416.789,418.31,259.792,311.14,518.05,416.789,416.789,999.0,999.0,259.792,311.14,418.31,0,0,0,0,0,0,0,0,0,0
33.29622,71.18803,1.09,306.97,293.04,N,N,n,2026-08-30,2055,517.758,999.0,999.0,416.46,417.98,259.388,310.752,517.758,416.46,416.46,999.0,999.0,259.388,310.752,417.98,0,0,0,0,0,0,0,0,0,0
24.68952,73.00175,1.08,308.21,292.27,N,N,n,2026-08-30,2057,257.16,401.333,87.139,0.301,1.493,22.157,67.007,257.16,0.301,0.301,401.333,87.139,22.157,67.007,1.493,0,1,1,0,0,1,1,0,0,0
25.9433,72.19072,2.98,329.62,294.95,N,N,n,2026-08-30,2057,407.322,462.636,227.703,161.303,144.9,82.96,138.77,407.322,161.303,161.303,462.636,227.703,82.96,138.77,144.9,0,0,0,0,0,0,0,0,0,0
25.94431,72.19051,2.14,325.37,295.03,N,N,n,2026-08-30,2057,407.436,462.721,227.795,161.411,145.014,82.968,138.867,407.436,161.411,161.411,462.721,227.795,82.968,138.867,145.014,0,0,0,0,0,0,0,0,0,0
26.09499,68.87773,0.92,305.36,295.07,N,N,n,2026-08-30,2057,421.556,426.326,528.418,159.234,160.71,164.383,317.24,421.556,159.234,159.234,426.326,528.418,164.383,317.24,160.71,0,0,0,0,0,0,0,0,0,0
26.60605,73.68385,0.71,305.13,292.92,N,N,n,2026-08-30,2057,388.667,609.752,229.229,145.732,218.628,66.934,209.368,388.667,145.732,145.732,609.752,229.229,66.934,209.368,218.628,0,0,0,0,0,0,0,0,0,0
26.87274,73.51597,1.35,306.77,293.13,N,N,n,2026-08-30,2057,366.611,622.48,260.435,132.981,235.192,67.513,223.612,366.611,132.981,132.981,622.48,260.435,67.513,223.612,235.192,0,0,0,0,0,0,0,0,0,0
26.87605,73.51661,1.26,309.34,293.23,N,N,n,2026-08-30,2057,366.246,622.811,260.792,132.677,234.908,67.365,223.544,366.246,132.677,132.677,622.811,260.792,67.365,223.544,234.908,0,0,0,0,0,0,0,0,0,0
26.87664,73.51275,1.39,304.99,292.77,N,N,n,2026-08-30,2057,366.33,622.632,260.907,132.903,235.161,67.722,223.927,366.33,132.903,132.903,622.632,260.907,67.722,223.927,235.161,0,0,0,0,0,0,0,0,0,0
27.66868,76.13271,0.32,296.11,276.77,N,N,n,2026-08-30,2057,210.977,812.501,335.002,0.367,0.897,15.21,93.035,210.977,0.367,0.367,812.501,335.002,15.21,93.035,0.897,0,1,1,0,0,1,2,0,0,0
27.66938,76.12862,0.32,299.11,279.78,N,N,n,2026-08-30,2057,211.04,812.389,334.976,0.316,1.252,15.026,92.96,211.04,0.316,0.316,812.389,334.976,15.026,92.96,1.252,0,1,1,0,0,1,2,0,0,0
28.35198,70.13081,0.75,307.1,296.83,N,N,n,2026-08-30,2057,499.563,666.058,561.893,406.316,406.758,313.385,124.681,499.563,406.316,406.316,666.058,561.893,313.385,124.681,406.758,0,0,0,0,0,0,0,0,0,0
28.42588,69.698,1.83,310.32,297.18,N,N,n,2026-08-30,2057,536.381,673.916,596.961,418.524,418.81,327.946,148.53,536.381,418.524,418.524,673.916,596.961,327.946,148.53,418.81,0,0,0,0,0,0,0,0,0,0
28.74306,76.92912,1.91,316.04,291.02,N,N,n,2026-08-30,2057,79.101,954.469,472.539,3.936,3.437,14.288,15.478,79.101,3.936,3.936,954.469,472.539,14.288,15.478,3.437,0,1,1,0,0,0,5,0,0,0
29.45914,76.89161,3.18,316.03,292.1,N,N,n,2026-08-30,2057,1.756,999.0,546.796,0.627,1.811,50.213,79.134,1.756,0.627,0.627,999.0,546.796,50.213,79.134,1.811,1,1,1,0,0,1,8,3,0,0
29.4759,76.85623,2.28,311.77,289.97,N,N,n,2026-08-30,2057,2.202,999.0,547.583,1.13,2.092,53.181,82.179,2.202,1.13,1.13,999.0,547.583,53.181,82.179,2.092,1,1,1,0,0,1,8,3,0,0
18.54634,74.25378,1.13,311.92,289.64,N,N,n,2026-08-30,2059,427.322,331.07,424.28,177.09,177.345,34.168,39.162,427.322,177.09,177.09,331.07,424.28,34.168,39.162,177.345,0,0,0,0,0,0,0,0,0,0
18.68969,73.04101,1.57,304.97,291.93,N,N,n,2026-08-30,2059,403.067,271.281,427.411,157.115,160.733,21.906,24.382,403.067,157.115,157.115,271.281,427.411,21.906,24.382,160.733,0,0,0,0,0,0,0,0,0,0
18.69302,73.0416,3.62,319.89,293.8,N,N,n,2026-08-30,2059,402.693,270.926,427.052,156.746,160.365,21.62,24.1,402.693,156.746,156.746,270.926,427.052,21.62,24.1,160.365,0,0,0,0,0,0,0,0,0,0
19.93695,73.71136,2.32,323.05,287.35,N,N,n,2026-08-30,2059,265.106,171.84,311.427,23.55,21.071,8.427,36.656,265.106,23.55,23.55,171.84,311.427,8.427,36.656,21.071,0,0,0,0,0,0,0,0,0,0
20.35619,72.94963,1.84,305.96,291.96,N,N,n,2026-08-30,2059,220.738,89.193,242.881,1.079,10.291,23.724,17.231,220.738,1.079,1.079,89.193,242.881,23.724,17.231,10.291,0,0,1,0,0,1,26,0,0,0
21.10102,72.63954,0.49,295.93,281.97,N,N,n,2026-08-30,2059,150.509,1.92,156.225,1.075,1.97,65.916,3.976,150.509,1.075,1.075,1.92,156.225,65.916,3.976,1.97,0,1,1,0,1,1,3,0,0,1
21.1016,72.63586,1.65,315.23,282.26,N,N,n,2026-08-30,2059,150.573,1.568,156.126,1.229,2.04,66.229,3.88,150.573,1.229,1.229,1.568,156.126,66.229,3.88,2.04,0,1,1,0,1,1,3,0,0,1
21.26307,72.94081,2.1,312.03,293.36,N,N,n,2026-08-30,2059,123.913,37.896,144.866,1.018,5.419,29.99,7.624,123.913,1.018,1.018,37.896,144.866,29.99,7.624,5.419,0,0,1,0,0,1,9,0,0,0
21.79665,72.08905,1.45,308.36,292.6,N,N,n,2026-08-30,2059,124.309,95.309,88.926,2.602,12.33,69.605,92.601,124.309,2.602,2.602,95.309,88.926,69.605,92.601,12.33,0,0,1,0,0,0,4,0,0,0
9.67002,77.45597,0.77,297.92,278.12,N,N,n,2026-08-30,2101,495.713,877.024,623.598,332.17,332.931,31.742,294.348,495.713,332.17,332.17,877.024,623.598,31.742,294.348,332.931,0,0,0,0,0,0,0,0,0,0
11.62482,79.08276,0.94,304.91,283.7,N,N,n,2026-08-30,2101,215.037,650.288,485.849,118.215,133.672,30.767,191.987,215.037,118.215,118.215,650.288,485.849,30.767,191.987,133.672,0,0,0,0,0,0,0,0,0,0
13.71089,79.62021,1.05,304.97,281.19,N,N,n,2026-08-30,2101,92.609,428.258,374.543,1.301,10.996,9.798,79.641,92.609,1.301,1.301,428.258,374.543,9.798,79.641,10.996,0,0,1,0,0,1,1,0,0,0
13.82755,79.33979,0.49,302.83,278.47,N,N,n,2026-08-30,2101,124.509,409.661,341.66,6.599,28.59,29.36,110.619,124.509,6.599,6.599,409.661,341.66,29.36,110.619,28.59,0,0,0,0,0,0,0,0,0,0
13.82812,79.33691,0.49,305.97,279.11,N,N,n,2026-08-30,2101,124.799,409.548,341.354,6.908,28.83,29.433,110.898,124.799,6.908,6.908,409.548,341.354,29.433,110.898,28.83,0,0,0,0,0,0,0,0,0,0
13.82816,79.33921,0.64,305.91,278.87,N,N,n,2026-08-30,2101,124.6,409.584,341.573,6.66,28.682,29.324,110.71,124.6,6.66,6.66,409.584,341.573,29.324,110.71,28.682,0,0,0,0,0,0,0,0,0,0
13.82868,79.33408,0.73,302.13,278.63,N,N,n,2026-08-30,2101,125.084,409.438,341.053,7.205,29.067,29.508,111.173,125.084,7.205,7.205,409.438,341.053,29.508,111.173,29.067,0,0,0,0,0,0,0,0,0,0
13.82871,79.33633,0.64,304.76,278.4,N,N,n,2026-08-30,2101,124.888,409.473,341.268,6.963,28.92,29.4,110.988,124.888,6.963,6.963,409.473,341.268,29.4,110.988,28.92,0,0,0,0,0,0,0,0,0,0
15.16888,76.67051,0.4,297.02,279.46,N,N,n,2026-08-30,2101,447.421,335.504,18.622,11.9,21.295,26.87,29.815,447.421,11.9,11.9,335.504,18.622,26.87,29.815,21.295,0,0,0,0,0,0,0,0,0,0
15.17345,76.78623,0.79,302.27,284.14,N,N,n,2026-08-30,2101,436.886,327.217,30.857,0.191,10.451,17.026,39.891,436.886,0.191,0.191,327.217,30.857,17.026,39.891,10.451,0,0,1,0,0,1,6,0,0,0
15.17362,76.69113,0.52,301.13,281.35,N,N,n,2026-08-30,2101,445.751,333.675,20.719,9.767,19.048,26.726,31.225,445.751,9.767,9.767,333.675,20.719,26.726,31.225,19.048,0,0,0,0,0,0,0,0,0,0
15.1757,76.65623,3.12,320.74,283.06,N,N,n,2026-08-30,2101,449.129,335.92,16.982,12.887,22.469,25.246,28.156,449.129,12.887,12.887,335.92,16.982,25.246,28.156,22.469,0,0,0,0,0,0,0,0,0,0
15.17636,76.67603,2.05,312.47,284.26,N,N,n,2026-08-30,2101,447.312,334.486,19.072,10.966,20.442,26.739,29.752,447.312,10.966,10.966,334.486,19.072,26.739,29.752,20.442,0,0,0,0,0,0,0,0,0,0
15.17842,76.66464,1.47,301.31,282.67,N,N,n,2026-08-30,2101,448.49,335.104,17.83,11.943,21.517,25.683,28.653,448.49,11.943,11.943,335.104,17.83,25.683,28.653,21.517,0,0,0,0,0,0,0,0,0,0
15.18182,76.66927,1.46,302.97,282.18,N,N,n,2026-08-30,2101,448.242,334.493,18.276,11.331,20.926,25.794,28.806,448.242,11.331,11.331,334.493,18.276,25.794,28.806,20.926,0,0,0,0,0,0,0,0,0,0
15.1825,76.66548,1.46,315.65,280.75,N,N,n,2026-08-30,2101,448.634,334.7,17.864,11.67,21.29,25.441,28.44,448.634,11.67,11.67,334.7,17.864,25.441,28.44,21.29,0,0,0,0,0,0,0,0,0,0
6.95868,79.95699,1.05,300.79,282.46,N,N,n,2026-08-30,2104,691.493,999.0,990.862,633.058,649.825,354.206,665.376,691.493,633.058,633.058,999.0,990.862,354.206,665.376,649.825,0,0,0,0,0,0,0,0,0,0
6.74823,81.75127,2.28,333.23,303.36,D,N,l,2026-08-31,807,732.104,999.0,999.0,679.409,705.982,544.191,707.923,732.104,679.409,679.409,999.0,999.0,544.191,707.923,705.982,0,0,0,0,0,0,0,0,0,0
6.99914,81.59812,4.66,345.91,307.0,D,N,n,2026-08-31,807,701.255,999.0,999.0,648.159,674.549,518.694,676.922,701.255,648.159,648.159,999.0,999.0,518.694,676.922,674.549,0,0,0,0,0,0,0,0,0,0
6.99967,81.60159,5.33,335.33,306.99,D,N,l,2026-08-31,807,701.275,999.0,999.0,648.196,674.593,519.035,676.949,701.275,648.196,648.196,999.0,999.0,519.035,676.949,674.593,0,0,0,0,0,0,0,0,0,0
7.00193,81.59413,4.66,340.51,306.28,D,N,n,2026-08-31,807,700.861,999.0,999.0,647.751,674.133,518.175,676.523,700.861,647.751,647.751,999.0,999.0,518.175,676.523,674.133,0,0,0,0,0,0,0,0,0,0
7.00246,81.59761,4.66,349.4,309.62,D,N,n,2026-08-31,807,700.882,999.0,999.0,647.788,674.178,518.516,676.55,700.882,647.788,647.788,999.0,999.0,518.516,676.55,674.178,0,0,0,0,0,0,0,0,0,0
7.00911,81.5966,4.34,334.53,307.12,D,N,l,2026-08-31,807,700.135,999.0,999.0,647.043,673.435,518.161,675.804,700.135,647.043,647.043,999.0,999.0,518.161,675.804,673.435,0,0,0,0,0,0,0,0,0,0
7.07676,81.82498,3.59,341.21,304.24,D,N,n,2026-08-31,807,698.421,999.0,999.0,646.432,673.357,539.568,674.492,698.421,646.432,646.432,999.0,999.0,539.568,674.492,673.357,0,0,0,0,0,0,0,0,0,0
7.09931,80.83875,3.8,330.54,300.51,D,N,n,2026-08-31,807,677.808,999.0,999.0,621.795,646.268,436.164,652.447,677.808,621.795,621.795,999.0,999.0,436.164,652.447,646.268,0,0,0,0,0,0,0,0,0,0
7.17094,81.64171,8.79,345.22,300.2,D,N,n,2026-08-31,807,683.595,999.0,999.0,630.877,657.469,517.108,659.396,683.595,630.877,630.877,999.0,999.0,517.108,659.396,657.469,0,0,0,0,0,0,0,0,0,0
7.1865,81.38634,4.57,339.42,300.35,D,N,n,2026-08-31,807,676.327,999.0,999.0,622.494,648.495,489.785,651.724,676.327,622.494,622.494,999.0,999.0,489.785,651.724,648.495,0,0,0,0,0,0,0,0,0,0
7.32466,81.76436,4.49,343.9,297.2,D,N,n,2026-08-31,807,670.056,999.0,999.0,618.103,645.061,525.202,646.134,670.056,618.103,618.103,999.0,999.0,525.202,646.134,645.061,0,0,0,0,0,0,0,0,0,0
7.33384,81.80244,3.07,340.74,300.22,D,N,n,2026-08-31,807,670.092,999.0,999.0,618.337,645.382,528.982,646.243,670.092,618.337,618.337,999.0,999.0,528.982,646.243,645.382,0,0,0,0,0,0,0,0,0,0
7.43173,81.31496,2.02,330.4,294.08,D,N,n,2026-08-31,807,648.097,999.0,999.0,594.169,620.136,474.267,623.456,648.097,594.169,594.169,999.0,999.0,474.267,623.456,620.136,0,0,0,0,0,0,0,0,0,0
7.4614,80.99762,24.03,354.52,299.46,D,N,n,2026-08-31,807,639.636,999.0,990.198,584.386,609.492,439.723,614.53,639.636,584.386,584.386,999.0,990.198,439.723,614.53,609.492,0,0,0,0,0,0,0,0,0,0
7.47357,81.65829,9.86,346.07,297.84,D,N,n,2026-08-31,807,651.206,999.0,999.0,598.931,625.757,509.677,627.161,651.206,598.931,598.931,999.0,999.0,509.677,627.161,625.757,0,0,0,0,0,0,0,0,0,0
7.52729,80.8979,2.18,334.5,306.55,D,N,l,2026-08-31,807,631.094,999.0,978.45,575.484,600.325,427.128,605.864,631.094,575.484,575.484,999.0,978.45,427.128,605.864,600.325,0,0,0,0,0,0,0,0,0,0
7.60614,81.15155,8.72,339.35,301.8,D,N,n,2026-08-31,807,626.024,999.0,984.708,571.518,597.148,451.912,601.174,626.024,571.518,571.518,999.0,984.708,451.912,601.174,597.148,0,0,0,0,0,0,0,0,0,0
7.65419,81.40054,2.94,335.93,305.53,D,N,n,2026-08-31,807,625.528,999.0,984.341,572.214,598.543,477.419,601.101,625.528,572.214,572.214,999.0,984.341,477.419,601.101,598.543,0,0,0,0,0,0,0,0,0,0
7.70496,81.42134,6.93,340.73,303.38,D,N,n,2026-08-31,807,620.448,999.0,978.615,567.291,593.707,477.208,596.076,620.448,567.291,567.291,999.0,978.615,477.208,596.076,593.707,0,0,0,0,0,0,0,0,0,0
7.73714,79.95287,3.4,335.15,299.09,D,N,n,2026-08-31,807,605.081,999.0,911.031,546.564,563.585,320.61,578.939,605.081,546.564,546.564,999.0,911.031,320.61,578.939,563.585,0,0,0,0,0,0,0,0,0,0
7.73915,79.95213,5.01,345.5,299.7,D,N,n,2026-08-31,807,604.863,999.0,910.794,546.344,563.355,320.467,578.72,604.863,546.344,546.344,999.0,910.794,320.467,578.72,563.355,0,0,0,0,0,0,0,0,0,0
7.8739,80.07893,5.31,348.7,305.08,D,N,n,2026-08-31,807,589.241,999.0,903.004,531.011,550.019,330.039,563.176,589.241,531.011,531.011,999.0,903.004,330.039,563.176,550.019,0,0,0,0,0,0,0,0,0,0
7.87699,80.62096,2.86,331.9,302.63,D,N,n,2026-08-31,807,589.732,999.0,929.686,533.203,557.291,388.253,564.189,589.732,533.203,533.203,999.0,929.686,388.253,564.189,557.291,0,0,0,0,0,0,0,0,0,0
7.88657,80.13833,7.77,345.81,305.14,D,N,n,2026-08-31,807,587.633,999.0,904.542,529.557,549.479,336.081,561.612,587.633,529.557,529.557,999.0,904.542,336.081,561.612,549.479,0,0,0,0,0,0,0,0,0,0
7.88696,80.61943,3.88,341.73,302.18,D,N,n,2026-08-31,807,588.615,999.0,928.631,532.083,556.17,387.868,563.071,588.615,532.083,532.083,999.0,928.631,387.868,563.071,556.17,0,0,0,0,0,0,0,0,0,0
7.92286,81.40872,4.75,341.88,308.16,D,N,n,2026-08-31,807,596.443,999.0,954.454,543.479,570.015,455.998,572.134,596.443,543.479,543.479,999.0,954.454,455.998,572.134,570.015,0,0,0,0,0,0,0,0,0,0
7.94071,81.30248,20.34,345.2,308.84,D,N,n,2026-08-31,807,592.188,999.0,952.989,538.704,564.969,448.03,567.692,592.188,538.704,538.704,999.0,952.989,448.03,567.692,564.969,0,0,0,0,0,0,0,0,0,0
7.94124,81.30596,20.34,352.39,313.67,D,N,n,2026-08-31,807,592.203,999.0,952.911,538.736,565.012,448.183,567.713,592.203,538.736,538.736,999.0,952.911,448.183,567.713,565.012,0,0,0,0,0,0,0,0,0,0
7.94297,81.295,80.22,350.67,310.0,D,N,n,2026-08-31,807,591.787,999.0,952.78,538.267,564.514,447.381,567.278,591.787,538.267,538.267,999.0,952.78,447.381,567.278,564.514,0,0,0,0,0,0,0,0,0,0
7.94403,81.30197,20.34,352.31,313.41,D,N,n,2026-08-31,807,591.815,999.0,952.623,538.332,564.598,447.687,567.319,591.815,538.332,538.332,999.0,952.623,447.687,567.319,564.598,0,0,0,0,0,0,0,0,0,0
7.94456,81.30545,20.34,367.0,311.43,D,N,h,2026-08-31,807,591.829,999.0,952.545,538.364,564.641,447.841,567.34,591.829,538.364,538.364,999.0,952.545,447.841,567.34,564.641,0,0,0,0,0,0,0,0,0,0
7.95897,80.09814,3.06,338.14,304.5,D,N,l,2026-08-31,807,579.714,999.0,895.369,521.529,540.908,330.02,553.661,579.714,521.529,521.529,999.0,895.369,330.02,553.661,540.908,0,0,0,0,0,0,0,0,0,0
7.96847,80.62367,2.45,334.81,303.21,D,N,n,2026-08-31,807,579.6,999.0,920.901,523.11,547.246,386.644,554.069,579.6,523.11,523.11,999.0,920.901,386.644,554.069,547.246,0,0,0,0,0,0,0,0,0,0
7.99786,80.37258,6.58,332.12,305.98,D,N,l,2026-08-31,807,575.172,999.0,904.992,517.797,541.004,358.852,549.359,575.172,517.797,517.797,999.0,904.992,358.852,549.359,541.004,0,0,0,0,0,0,0,0,0,0
7.9984,80.37608,6.58,349.28,308.42,D,N,n,2026-08-31,807,575.12,999.0,905.116,517.756,540.977,359.22,549.31,575.12,517.756,517.756,999.0,905.116,359.22,549.31,540.977,0,0,0,0,0,0,0,0,0,0
8.01197,81.41592,4.35,340.12,310.95,D,N,l,2026-08-31,807,586.917,999.0,944.522,534.104,560.724,448.171,562.66,586.917,534.104,534.104,999.0,944.522,448.171,562.66,560.724,0,0,0,0,0,0,0,0,0,0
8.03437,80.19405,6.16,338.36,306.27,D,N,n,2026-08-31,807,571.078,999.0,892.47,513.154,534.103,338.786,545.1,571.078,513.154,513.154,999.0,892.47,338.786,545.1,534.103,0,0,0,0,0,0,0,0,0,0
8.08878,80.19277,5.01,344.37,305.52,D,N,n,2026-08-31,807,565.031,999.0,886.994,507.103,528.102,337.634,539.051,565.031,507.103,507.103,999.0,886.994,337.634,539.051,528.102,0,0,0,0,0,0,0,0,0,0
8.14198,79.99303,3.1,337.81,303.02,D,N,n,2026-08-31,807,559.888,999.0,872.018,501.421,519.291,314.995,533.757,559.888,501.421,501.421,999.0,872.018,314.995,533.757,519.291,0,0,0,0,0,0,0,0,0,0
8.2525,80.51107,2.72,330.03,304.77,D,N,l,2026-08-31,807,547.37,999.0,887.265,490.53,514.361,370.073,521.721,547.37,490.53,490.53,999.0,887.265,370.073,521.721,514.361,0,0,0,0,0,0,0,0,0,0
8.26829,80.17477,2.7,333.76,308.72,D,N,l,2026-08-31,807,545.109,999.0,868.289,487.125,508.076,333.073,519.111,545.109,487.125,487.125,999.0,868.289,333.073,519.111,508.076,0,0,0,0,0,0,0,0,0,0
8.28108,80.16919,3.83,341.22,309.37,D,N,n,2026-08-31,807,543.699,999.0,866.743,485.699,506.575,332.321,517.696,543.699,485.699,485.699,999.0,866.743,332.321,517.696,506.575,0,0,0,0,0,0,0,0,0,0
8.29091,80.21081,5.81,346.43,308.56,D,N,n,2026-08-31,807,542.53,999.0,867.867,484.655,506.227,336.777,516.563,542.53,484.655,484.655,999.0,867.867,336.777,516.563,506.227,0,0,0,0,0,0,0,0,0,0
8.30053,80.16256,3.66,339.1,308.91,D,N,n,2026-08-31,807,541.553,999.0,864.486,483.532,504.326,331.392,515.544,541.553,483.532,483.532,999.0,864.486,331.392,515.544,504.326,0,0,0,0,0,0,0,0,0,0
8.30774,80.12835,2.95,332.31,306.22,D,N,l,2026-08-31,807,540.848,999.0,862.062,482.727,502.965,327.571,514.811,540.848,482.727,482.727,999.0,862.062,327.571,514.811,502.965,0,0,0,0,0,0,0,0,0,0
8.31053,80.29387,1.4,334.22,305.49,D,N,l,2026-08-31,807,540.308,998.484,870.18,482.701,505.661,345.688,514.421,540.308,482.701,482.701,998.484,870.18,345.688,514.421,505.661,0,0,0,0,0,0,0,0,0,0
8.34692,80.20496,3.86,336.99,309.9,D,N,l,2026-08-31,807,536.311,995.978,862.044,478.418,499.978,335.616,510.338,536.311,478.418,478.418,995.978,862.044,335.616,510.338,499.978,0,0,0,0,0,0,0,0,0,0
8.34746,80.20847,3.85,336.17,309.73,D,N,l,2026-08-31,807,536.245,995.858,862.169,478.364,499.983,335.996,510.276,536.245,478.364,478.364,995.858,862.169,335.996,510.276,499.983,0,0,0,0,0,0,0,0,0,0
8.35775,80.80066,8.27,337.97,310.22,D,N,l,2026-08-31,807,538.136,986.507,893.146,482.566,507.535,380.07,512.903,538.136,482.566,482.566,986.507,893.146,380.07,512.903,507.535,0,0,0,0,0,0,0,0,0,0
8.36229,81.05286,6.7,337.65,310.94,D,N,l,2026-08-31,807,541.273,983.751,907.391,486.947,512.775,393.719,516.467,541.273,486.947,486.947,983.751,907.391,393.719,516.467,512.775,0,0,0,0,0,0,0,0,0,0
8.3721,80.43393,6.87,336.87,304.21,D,N,n,2026-08-31,807,533.744,989.535,871.518,476.638,500.205,360.556,508.01,533.744,476.638,476.638,989.535,871.518,360.556,508.01,500.205,0,0,0,0,0,0,0,0,0,0
8.3754,81.1614,3.98,336.39,307.17,D,N,l,2026-08-31,807,541.827,981.558,905.668,488.09,514.268,399.006,517.228,541.827,488.09,488.09,981.558,905.668,399.006,517.228,514.268,0,0,0,0,0,0,0,0,0,0
8.37858,80.18925,4.28,336.53,308.88,D,N,l,2026-08-31,807,532.818,992.777,858.123,474.876,496.222,333.648,506.831,532.818,474.876,474.876,992.777,858.123,333.648,506.831,496.222,0,0,0,0,0,0,0,0,0,0
8.38648,80.15206,4.9,334.03,304.84,D,N,l,2026-08-31,807,532.025,992.572,855.459,473.971,494.705,329.509,506.006,532.025,473.971,473.971,992.572,855.459,329.509,506.006,494.705,0,0,0,0,0,0,0,0,0,0
8.38703,80.15557,4.9,346.01,310.23,D,N,n,2026-08-31,807,531.955,992.448,855.582,473.911,494.704,329.891,505.939,531.955,473.911,473.911,992.448,855.582,329.891,505.939,494.704,0,0,0,0,0,0,0,0,0,0
8.4223,81.09,3.98,340.12,310.14,D,N,l,2026-08-31,807,535.343,976.823,901.048,481.273,507.263,390.32,510.625,535.343,481.273,481.273,976.823,901.048,390.32,510.625,507.263,0,0,0,0,0,0,0,0,0,0
8.42869,80.62504,5.61,341.14,308.86,D,N,n,2026-08-31,807,528.557,980.681,876.478,472.237,496.592,364.104,503.074,528.557,472.237,472.237,980.681,876.478,364.104,503.074,496.592,0,0,0,0,0,0,0,0,0,0
8.4316,80.79919,6.05,341.2,309.0,D,N,n,2026-08-31,807,529.954,978.347,886.047,474.422,499.431,372.811,504.732,529.954,474.422,474.422,978.347,886.047,372.811,504.732,499.431,0,0,0,0,0,0,0,0,0,0
8.43458,80.5528,2.47,331.43,304.61,D,N,l,2026-08-31,807,527.39,980.97,871.915,470.767,494.841,360.015,501.808,527.39,470.767,470.767,980.97,871.915,360.015,501.808,494.841,0,0,0,0,0,0,0,0,0,0
8.44716,80.87873,7.37,338.83,306.9,D,N,n,2026-08-31,807,529.247,975.825,889.175,474.11,499.413,375.678,504.159,529.247,474.11,474.11,975.825,889.175,375.678,504.159,499.413,0,0,0,0,0,0,0,0,0,0
8.4479,80.75037,3.6,335.29,308.52,D,N,l,2026-08-31,807,527.6,977.072,881.706,471.849,496.689,368.621,502.304,527.6,471.849,471.849,977.072,881.706,368.621,502.304,496.689,0,0,0,0,0,0,0,0,0,0
8.46928,80.77913,7.93,346.94,307.83,D,N,n,2026-08-31,807,525.554,974.391,881.322,469.95,494.91,368.077,500.307,525.554,469.95,469.95,974.391,881.322,368.077,500.307,494.91,0,0,0,0,0,0,0,0,0,0
8.47334,80.16677,7.33,342.12,309.88,D,N,n,2026-08-31,807,522.332,982.779,847.642,464.319,485.424,330.666,496.324,522.332,464.319,464.319,982.779,847.642,330.666,496.324,485.424,0,0,0,0,0,0,0,0,0,0
8.47485,80.77115,1.53,331.63,303.02,D,N,l,2026-08-31,807,524.847,973.862,880.336,469.209,494.143,367.107,499.589,524.847,469.209,469.209,973.862,880.336,367.107,499.589,494.143,0,0,0,0,0,0,0,0,0,0
8.47952,80.82387,4.13,331.96,303.15,D,N,l,2026-08-31,807,524.958,972.786,882.933,469.575,494.704,369.526,499.786,524.958,469.575,469.575,972.786,882.933,369.526,499.786,494.704,0,0,0,0,0,0,0,0,0,0
8.48646,80.36195,2.3,333.66,306.36,D,N,l,2026-08-31,807,520.83,978.04,856.557,463.476,486.779,346.126,495.018,520.83,463.476,463.476,978.04,856.557,346.126,495.018,486.779,0,0,0,0,0,0,0,0,0,0
8.49225,80.81834,11.16,353.12,310.05,D,N,n,2026-08-31,807,523.482,971.434,881.409,468.082,493.199,367.996,498.304,523.482,468.082,468.082,971.434,881.409,367.996,498.304,493.199,0,0,0,0,0,0,0,0,0,0
8.49849,80.39584,2.61,331.59,303.07,D,N,l,2026-08-31,807,519.574,976.188,857.203,462.348,485.8,346.368,493.801,519.574,462.348,462.348,976.188,857.203,346.368,493.801,485.8,0,0,0,0,0,0,0,0,0,0
8.49889,80.81732,4.41,341.45,307.32,D,N,n,2026-08-31,807,522.736,970.71,880.723,467.335,492.453,367.301,497.557,522.736,467.335,467.335,970.71,880.723,367.301,497.557,492.453,0,0,0,0,0,0,0,0,0,0
8.51151,80.56882,4.3,332.96,300.44,D,N,n,2026-08-31,807,518.955,972.265,865.406,462.426,486.6,353.101,493.402,518.955,462.426,462.426,972.265,865.406,353.101,493.402,486.6,0,0,0,0,0,0,0,0,0,0
8.51499,80.74651,9.52,334.79,309.49,D,N,l,2026-08-31,807,520.134,969.694,875.114,464.403,489.27,361.889,494.844,520.134,464.403,464.403,969.694,875.114,361.889,494.844,489.27,0,0,0,0,0,0,0,0,0,0
8.5192,80.46411,2.27,331.95,300.33,D,N,n,2026-08-31,807,517.517,972.882,858.897,460.559,484.307,347.345,491.828,517.517,460.559,460.559,972.882,858.897,347.345,491.828,484.307,0,0,0,0,0,0,0,0,0,0
8.55709,80.62238,5.71,336.88,306.97,D,N,l,2026-08-31,807,514.296,966.533,864.045,458.017,482.428,351.269,488.824,514.296,458.017,458.017,966.533,864.045,351.269,488.824,482.428,0,0,0,0,0,0,0,0,0,0
