latitude,longitude,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,daynight,source_dataset,frp,bright_ti4,confidence_val,is_night,firms_type,is_offshore,is_viiirs,is_modis,dist_refinery,dist_powerplant,dist_factory,dist_volcano,dist_oil_gas,dist_industrial_zone,dist_mining,has_refinery_5km,has_powerplant_5km,has_factory_5km,has_volcano_10km,has_industrial_2km,count_ind_5km,count_ref_5km,cluster_id,final_class,classification,reason,nearest_site_type
7.36655,81.24904,0.39,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,306.31,D,VIIRS_SNPP_NRT,19.27,343.12,1,0,-1,0,1,0,654.0214675439657,625.5056838382384,610.7183715652407,2365.3400601729577,1093.1336043221345,599.7508648133877,999,0,0,0,0,0,0,0,-1,unclassified,unclassified,No rule matched,industrial_zone
7.36683,81.77773,0.42,0.45,2026-08-30,826,N,VIIRS,0.3,2.0NRT,304.2,D,VIIRS_SNPP_NRT,5.08,338.06,1,0,-1,0,1,0,665.8662513003882,641.0500287173354,625.9969543767435,2378.816576870874,1092.1720352519455,614.0352438829644,999,0,0,0,0,0,0,0,-1,unclassified,unclassified,No rule matched,industrial_zone
7.36748,81.57545,0.4,0.45,2026-08-30,826,N,VIIRS,0.3,2.0NRT,303.73,D,VIIRS_SNPP_NRT,2.71,332.45,0,0,-1,0,1,0,660.6798952003303,634.4440655933427,619.4768005789562,2373.4338152747478,1092.1000767102287,607.8779099582591,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.37411,81.56326,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,303.29,D,VIIRS_SNPP_NRT,5.71,342.4,1,0,-1,0,1,0,659.6734918137255,633.363949745413,618.4015660952813,2372.402562617917,1091.3770093148714,606.8218703442225,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.37766,81.24046,0.39,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,306.84,D,VIIRS_SNPP_NRT,3.11,336.16,0,0,-1,0,1,0,652.6497645144575,624.0897114372033,609.3062235294077,2363.9261238883487,1091.939266053844,598.3512064449686,999,0,0,0,0,0,0,0,-1,unclassified,unclassified,No rule matched,industrial_zone
7.37768,81.55894,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,302.66,D,VIIRS_SNPP_NRT,3.86,331.05,0,0,-1,0,1,0,659.184676435224,632.8511436403714,617.8903374675808,2371.905267975211,1090.9854579451255,606.3168470301798,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.3884,81.54617,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,299.81,D,VIIRS_SNPP_NRT,4.46,340.43,1,0,-1,0,1,0,657.7228438552283,631.3185251796043,616.3624014799146,2370.4175037042564,1089.8106560490376,604.8072513807284,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.38893,81.54981,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,298.51,D,VIIRS_SNPP_NRT,4.08,338.13,1,0,-1,0,1,0,657.7495455078067,631.3717841181335,616.413825546466,2370.4538328492167,1089.7466654923076,604.851608826762,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.39143,81.54616,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,300.33,D,VIIRS_SNPP_NRT,4.74,342.88,1,0,-1,0,1,0,657.3931921460105,630.9941645463117,616.037627864871,2370.08961693063,1089.4737770911456,604.4809541831387,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.39302,81.54917,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,300.78,D,VIIRS_SNPP_NRT,5.04,343.05,1,0,-1,0,1,0,657.290089474971,630.9150788064985,615.9568660837161,2369.995133226907,1089.292793430282,604.393758963509,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.39604,81.54919,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,303.82,D,VIIRS_SNPP_NRT,8.59,349.53,1,0,-1,0,1,0,656.9622663201906,630.5927608056874,615.6341222460946,2369.669113062387,1088.9569834241581,604.06943661796,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
7.39712,81.54854,0.4,0.44,2026-08-30,826,N,VIIRS,0.3,2.0NRT,302.96,D,VIIRS_SNPP_NRT,5.04,336.74,1,0,-1,0,1,0,656.8297797129669,630.4576121404004,615.4991387973987,2369.535610492467,1088.8378008156892,603.9351162105285,999,0,0,0,0,0,0,0,11,unclassified,unclassified,No rule matched,industrial_zone
