input_index,latitude,longitude,frp,bright_ti4,acq_date,dist_industry_km,dist_forest_km,dist_agriculture_km,dist_oil_gas_km,dist_refinery_km,dist_mining_km,dist_powerplant_km,final_label,hybrid_confidence,raw_ml_confidence,confidence_level,decision_source,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability,risk_score,explanation_bullets,n_explanation_bullets,classification_status,decision_confidence,ml_probability,rule_consensus,rule_vote_strength
1007,9.42708,80.41814,8.81,332.15,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Moderate thermal signature (FRP: 8.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1008,9.43313,80.38053,8.46,343.61,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 8.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1009,9.43566,80.38232,3.98,342.04,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 4.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1010,9.45518,80.50696,8.3,344.57,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 8.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1011,9.4573,80.46156,5.33,331.23,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Moderate thermal signature (FRP: 5.3 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1012,9.65053,78.06663,5.67,343.52,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 5.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1013,9.65259,78.06654,6.03,335.92,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 6.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1014,9.7496,78.01988,9.94,342.77,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 9.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1015,9.75129,78.01684,10.6,343.09,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 10.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1016,10.49617,79.46641,3.94,343.03,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 3.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1017,12.44623,79.14983,3.06,338.77,2026-09-03,,25.059,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 3.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1018,12.74508,78.65624,4.03,335.06,2026-09-03,,24.675,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9916,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9916,0.0,"[""Low-intensity thermal source (FRP: 4.0 MW)."", ""Industrial infrastructure within 3.2 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.2%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9916,unclassified,0.0
1019,14.10816,77.59407,3.39,330.93,2026-09-03,,999.0,999.0,999.0,999.0,999.0,18.092,industrial_fire,0.99,0.9971,high,hybrid_agreement,True,False,False,,industrial_fire,1,industrial_fire,0.9971,99.0,"[""Low-intensity thermal source (FRP: 3.4 MW)."", ""Industrial infrastructure within 1.0 km."", ""1 labeling function(s) voted 'industrial_fire' (lf_factory_proximity_thermal)."", ""XGBoost predicted 'industrial_fire' with 99.7% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",5,confirmed,0.99,0.9971,industrial_fire,1.0
1020,21.10291,72.64852,9.08,334.62,2026-09-03,,999.0,4.004,2.875,999.0,999.0,1.102,industrial_fire,0.99,0.997,high,hybrid_agreement,True,False,False,,industrial_fire,3,industrial_fire,0.997,99.0,"[""Moderate thermal signature (FRP: 9.1 MW)."", ""Industrial infrastructure within 0.92 km."", ""Agricultural land within 4.0 km."", ""3 labeling function(s) voted 'industrial_fire' (lf_industry_high_frp, lf_factory_proximity_thermal, lf_industrial_zone_cluster)."", ""XGBoost predicted 'industrial_fire' with 99.7% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",6,confirmed,0.99,0.997,industrial_fire,3.0
1021,21.16354,72.67133,5.44,338.1,2026-09-03,,999.0,4.862,9.001,999.0,999.0,0.818,industrial_fire,0.99,0.9976,high,hybrid_agreement,True,False,False,,industrial_fire,3,industrial_fire,0.9976,99.0,"[""Moderate thermal signature (FRP: 5.4 MW)."", ""Industrial infrastructure within 0.65 km."", ""Agricultural land within 4.9 km."", ""3 labeling function(s) voted 'industrial_fire' (lf_industry_high_frp, lf_factory_proximity_thermal, lf_industrial_zone_cluster)."", ""XGBoost predicted 'industrial_fire' with 99.8% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",6,confirmed,0.99,0.9976,industrial_fire,3.0
1022,22.36557,87.30296,9.64,343.37,2026-09-03,,9.823,5.395,999.0,999.0,999.0,999.0,agricultural_burn,0.85,0.3333,high,rule_dominant,True,False,False,,agricultural_burn,3,agricultural_burn,0.3333,85.0,"[""Moderate thermal signature (FRP: 9.6 MW)."", ""Strong domain consensus: 3 labeling function(s) voted 'agricultural_burn' (lf_agriculture_vegetation_fire, lf_agriculture_burn_context, lf_forest_vegetation_fire)."", ""ML model exhibited low confidence (33.3% for 'agricultural_burn')."", ""Decision [rule_dominant]: independent multi-rule consensus is sufficient — status confirmed.""]",4,confirmed,0.85,0.3333,agricultural_burn,3.0
1023,23.66255,87.15377,3.12,330.63,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 3.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
1024,23.77443,86.36435,4.56,340.16,2026-09-03,,7.788,999.0,999.0,999.0,12.021,999.0,forest_natural_fire,0.99,0.968,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.968,99.0,"[""Low-intensity thermal source (FRP: 4.6 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 96.8% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.968,forest_natural_fire,1.0
1025,23.77833,86.3914,5.61,333.93,2026-09-03,,5.452,999.0,999.0,999.0,10.556,999.0,forest_natural_fire,0.99,0.9935,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9935,99.0,"[""Moderate thermal signature (FRP: 5.6 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 99.3% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.9935,forest_natural_fire,1.0
1026,23.78466,85.55476,2.83,332.14,2026-09-03,,5.63,999.0,999.0,999.0,999.0,999.0,forest_natural_fire,0.9734,0.9334,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9334,97.3,"[""Low-intensity thermal source (FRP: 2.8 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 93.3% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.9734,0.9334,forest_natural_fire,1.0
1027,23.78796,85.55418,2.83,332.27,2026-09-03,,5.451,999.0,999.0,999.0,999.0,999.0,forest_natural_fire,0.99,0.9581,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9581,99.0,"[""Low-intensity thermal source (FRP: 2.8 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 95.8% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.9581,forest_natural_fire,1.0
1028,27.9844,95.93944,7.85,348.14,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Moderate thermal signature (FRP: 7.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1029,28.80634,71.15429,11.08,367.0,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 11.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1030,29.90034,70.05103,2.92,335.7,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 2.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1031,31.36748,72.16143,2.41,330.66,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 2.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1032,31.98055,72.40473,3.05,337.52,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 3.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1033,31.98557,72.40307,2.79,331.06,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 2.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1034,35.70685,73.66389,8.0,339.6,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Moderate thermal signature (FRP: 8.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1035,21.16206,72.674,6.29,341.15,2026-09-03,,999.0,4.987,9.031,999.0,999.0,0.658,industrial_fire,0.99,0.9957,high,hybrid_agreement,True,False,False,,industrial_fire,4,industrial_fire,0.9957,99.0,"[""Moderate thermal signature (FRP: 6.3 MW)."", ""Industrial infrastructure within 0.76 km."", ""Agricultural land within 5.0 km."", ""4 labeling function(s) voted 'industrial_fire' (lf_industry_high_frp, lf_factory_proximity_thermal, lf_industrial_zone_cluster, lf_power_plant_process_heat)."", ""XGBoost predicted 'industrial_fire' with 99.6% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'industrial_fire' — status confirmed.""]",6,confirmed,0.99,0.9957,industrial_fire,4.0
1036,25.38581,68.58442,1.58,330.2,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1037,25.67347,68.72453,1.64,330.05,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1038,23.58009,86.72656,1.11,308.13,2026-09-03,,6.321,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1039,23.5834,86.7272,1.11,310.78,2026-09-03,,5.999,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1040,23.60976,85.67492,0.81,309.37,2026-09-03,,17.398,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1041,23.6138,86.7917,1.37,311.92,2026-09-03,,2.824,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.999,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999,0.0,"[""Low-intensity thermal source (FRP: 1.4 MW)."", ""Forest cover within 2.8 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.999,unclassified,0.0
1042,23.61443,86.78787,1.32,309.85,2026-09-03,,2.439,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.999,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999,0.0,"[""Low-intensity thermal source (FRP: 1.3 MW)."", ""Forest cover within 2.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.999,unclassified,0.0
1043,23.64655,85.43964,2.11,323.37,2026-09-03,,18.568,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9985,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985,0.0,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9985,unclassified,0.0
1044,23.64714,85.43591,1.38,312.95,2026-09-03,,18.643,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9995,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995,0.0,"[""Low-intensity thermal source (FRP: 1.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9995,unclassified,0.0
1045,23.65043,85.43652,1.64,320.82,2026-09-03,,18.28,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 1.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1046,23.65641,85.50684,0.98,310.37,2026-09-03,,15.582,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1047,23.66284,87.15459,3.1,323.26,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 3.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
1048,23.66344,84.99948,0.92,306.55,2026-09-03,,10.515,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
1049,23.66433,86.91784,1.07,306.56,2026-09-03,,16.088,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
1050,23.66554,87.1591,0.9,308.6,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1051,23.66618,87.15525,0.9,304.39,2026-09-03,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
1052,23.66732,84.99632,0.92,303.53,2026-09-03,,10.52,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
1053,23.67437,86.3989,1.25,303.78,2026-09-03,,9.552,999.0,999.0,999.0,5.933,999.0,unclassified,0.0,0.9991,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9991,unclassified,0.0
1054,23.67766,86.39953,1.25,312.42,2026-09-03,,9.192,999.0,999.0,999.0,5.708,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
