input_index,latitude,longitude,frp,bright_ti4,acq_date,dist_industry_km,dist_forest_km,dist_agriculture_km,dist_oil_gas_km,dist_refinery_km,dist_mining_km,dist_powerplant_km,final_label,hybrid_confidence,raw_ml_confidence,confidence_level,decision_source,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability,risk_score,explanation_bullets,n_explanation_bullets,classification_status,decision_confidence,ml_probability,rule_consensus,rule_vote_strength
169,27.37742,95.33333,1.17,296.12,2026-09-02,,6.523,999.0,9.832,999.0,999.0,8.303,unclassified,0.0,0.997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.997,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""Industrial infrastructure within 0.48 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.7%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.997,unclassified,0.0
170,20.94712,86.04544,2.41,299.71,2026-09-02,,21.15,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9991,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991,0.0,"[""Low-intensity thermal source (FRP: 2.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9991,unclassified,0.0
171,20.94769,86.04173,2.41,329.92,2026-09-02,,20.787,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9983,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983,0.0,"[""Low-intensity thermal source (FRP: 2.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9983,unclassified,0.0
172,20.94987,86.04974,1.99,317.46,2026-09-02,,21.382,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 2.0 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
173,20.95044,86.04603,2.41,320.77,2026-09-02,,21.016,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9983,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983,0.0,"[""Low-intensity thermal source (FRP: 2.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9983,unclassified,0.0
174,20.96373,86.04834,0.85,300.88,2026-09-02,,20.536,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
175,20.97057,86.0037,1.07,307.75,2026-09-02,,16.092,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
176,20.97389,86.00428,0.75,303.42,2026-09-02,,15.959,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
177,22.24434,87.38933,1.69,307.58,2026-09-02,,999.0,19.762,999.0,999.0,999.0,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
178,23.66686,86.09244,2.0,303.59,2026-09-02,,9.809,999.0,999.0,999.0,4.712,999.0,forest_natural_fire,0.99,0.9818,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9818,99.0,"[""Low-intensity thermal source (FRP: 2.0 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 98.2% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.99,0.9818,forest_natural_fire,1.0
179,23.69712,85.35915,0.72,298.21,2026-09-02,,18.809,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 0.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
180,23.75301,86.3995,1.79,306.1,2026-09-02,,3.831,999.0,999.0,999.0,7.821,999.0,unclassified,0.0,0.9962,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9962,0.0,"[""Low-intensity thermal source (FRP: 1.8 MW)."", ""Forest cover within 3.8 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.6%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9962,unclassified,0.0
181,23.75577,86.40394,1.05,306.39,2026-09-02,,3.395,999.0,999.0,999.0,7.774,999.0,unclassified,0.0,0.9988,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9988,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Forest cover within 3.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9988,unclassified,0.0
182,23.75693,86.39625,1.45,306.5,2026-09-02,,4.187,999.0,999.0,999.0,8.367,999.0,unclassified,0.0,0.9988,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9988,0.0,"[""Low-intensity thermal source (FRP: 1.4 MW)."", ""Forest cover within 4.2 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9988,unclassified,0.0
183,23.75911,86.40453,1.05,307.12,2026-09-02,,3.392,999.0,999.0,999.0,8.039,999.0,unclassified,0.0,0.9987,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9987,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Forest cover within 3.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9987,unclassified,0.0
184,23.75969,86.40069,1.45,312.71,2026-09-02,,3.788,999.0,999.0,999.0,8.322,999.0,unclassified,0.0,0.9982,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9982,0.0,"[""Low-intensity thermal source (FRP: 1.4 MW)."", ""Forest cover within 3.8 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9982,unclassified,0.0
185,23.76244,86.40514,1.07,302.54,2026-09-02,,3.428,999.0,999.0,999.0,8.31,999.0,unclassified,0.0,0.9992,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Forest cover within 3.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9992,unclassified,0.0
186,23.76303,86.40129,0.98,306.39,2026-09-02,,3.821,999.0,999.0,999.0,8.585,999.0,unclassified,0.0,0.9992,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992,0.0,"[""Low-intensity thermal source (FRP: 1.0 MW)."", ""Forest cover within 3.8 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9992,unclassified,0.0
187,23.76419,86.39362,1.77,305.69,2026-09-02,,4.606,999.0,999.0,999.0,9.159,999.0,unclassified,0.0,0.9969,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9969,0.0,"[""Low-intensity thermal source (FRP: 1.8 MW)."", ""Forest cover within 4.6 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.7%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9969,unclassified,0.0
188,23.76637,86.40189,0.98,301.52,2026-09-02,,3.891,999.0,999.0,999.0,8.857,999.0,unclassified,0.0,0.9992,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992,0.0,"[""Low-intensity thermal source (FRP: 1.0 MW)."", ""Forest cover within 3.9 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9992,unclassified,0.0
189,23.7665,86.37826,1.13,303.1,2026-09-02,,6.183,999.0,999.0,999.0,10.393,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
190,23.76929,86.01326,1.06,303.69,2026-09-02,,4.437,999.0,999.0,999.0,9.084,999.0,unclassified,0.0,0.999,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Forest cover within 4.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.999,unclassified,0.0
191,23.77496,85.99825,0.93,304.92,2026-09-02,,5.081,999.0,999.0,999.0,10.72,999.0,unclassified,0.0,0.9992,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9992,unclassified,0.0
192,23.77536,86.38774,2.1,305.74,2026-09-02,,5.618,999.0,999.0,999.0,10.506,999.0,forest_natural_fire,0.9681,0.9281,high,hybrid_agreement,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9281,96.8,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""1 labeling function(s) voted 'forest_natural_fire' (lf_forest_vegetation_fire)."", ""XGBoost predicted 'forest_natural_fire' with 92.8% probability."", ""Decision [hybrid_agreement]: independent rule evidence and ML agree on 'forest_natural_fire' — status confirmed.""]",4,confirmed,0.9681,0.9281,forest_natural_fire,1.0
193,23.77554,85.99434,0.93,303.22,2026-09-02,,5.374,999.0,999.0,999.0,11.121,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 0.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
194,23.77812,86.39218,1.06,303.48,2026-09-02,,5.372,999.0,999.0,999.0,10.492,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
195,23.7787,86.38834,1.75,311.58,2026-09-02,,5.74,999.0,999.0,999.0,10.769,999.0,unclassified,0.0,0.9982,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9982,0.0,"[""Low-intensity thermal source (FRP: 1.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9982,unclassified,0.0
196,23.78102,86.37297,1.41,301.83,2026-09-02,,7.245,999.0,999.0,999.0,11.943,999.0,unclassified,0.0,0.9989,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989,0.0,"[""Low-intensity thermal source (FRP: 1.4 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9989,unclassified,0.0
197,23.80136,86.32924,0.85,302.76,2026-09-02,,12.198,999.0,999.0,999.0,16.676,999.0,unclassified,0.0,0.9992,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9992,unclassified,0.0
198,23.80471,86.32983,0.85,311.61,2026-09-02,,12.011,999.0,999.0,999.0,16.886,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
199,23.80529,86.32597,0.85,299.68,2026-09-02,,11.664,999.0,999.0,999.0,17.217,999.0,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
200,15.16884,76.38137,1.08,303.55,2026-09-02,,21.98,20.815,999.0,999.0,13.194,999.0,unclassified,0.0,0.9998,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9998,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9998,unclassified,0.0
201,15.17321,76.65722,1.52,298.31,2026-09-02,,25.517,28.418,999.0,999.0,17.133,22.459,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
202,15.17359,76.65408,1.23,300.96,2026-09-02,,25.251,28.137,999.0,999.0,16.793,22.763,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 1.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
203,15.17838,76.65782,1.94,304.14,2026-09-02,,25.157,28.093,999.0,999.0,17.105,22.213,unclassified,0.0,0.9994,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994,0.0,"[""Low-intensity thermal source (FRP: 1.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9994,unclassified,0.0
204,15.17876,76.65467,1.51,303.64,2026-09-02,,24.887,27.807,999.0,999.0,16.765,22.522,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 1.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
205,15.18241,76.66785,2.21,303.1,2026-09-02,,25.637,999.0,999.0,999.0,18.118,21.051,unclassified,0.0,0.9978,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9978,0.0,"[""Low-intensity thermal source (FRP: 2.2 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.8%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9978,unclassified,0.0
206,15.78634,80.24809,1.63,304.51,2026-09-02,,999.0,999.0,999.0,999.0,999.0,15.586,unclassified,0.0,0.9964,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9964,0.0,"[""Low-intensity thermal source (FRP: 1.6 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.6%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9964,unclassified,0.0
207,17.60491,83.19991,1.14,295.25,2026-09-02,,6.45,17.582,999.0,11.006,999.0,0.437,unclassified,0.0,0.9929,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9929,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Industrial infrastructure within 0.46 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.3%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9929,unclassified,0.0
208,17.60785,83.20464,0.82,298.93,2026-09-02,,6.779,17.226,999.0,10.499,999.0,1.002,unclassified,0.0,0.9888,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9888,0.0,"[""Low-intensity thermal source (FRP: 0.8 MW)."", ""Industrial infrastructure within 0.16 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (98.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9888,unclassified,0.0
209,17.61139,83.20518,1.06,299.79,2026-09-02,,6.7,16.831,999.0,10.117,999.0,1.245,unclassified,0.0,0.9907,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9907,0.0,"[""Low-intensity thermal source (FRP: 1.1 MW)."", ""Industrial infrastructure within 0.55 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.1%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",5,uncertain,0.0,0.9907,unclassified,0.0
210,18.68321,73.04121,3.91,301.76,2026-09-02,,22.0,25.009,999.0,999.0,999.0,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 3.9 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
211,18.68376,73.03494,2.69,307.43,2026-09-02,,22.099,24.623,999.0,999.0,999.0,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 2.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
212,18.6843,73.02866,2.69,303.48,2026-09-02,,21.807,24.251,999.0,999.0,999.0,999.0,unclassified,0.0,0.9993,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993,0.0,"[""Low-intensity thermal source (FRP: 2.7 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.9%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9993,unclassified,0.0
213,21.16249,72.6673,1.98,304.69,2026-09-02,,999.0,4.465,8.67,999.0,999.0,0.668,unclassified,0.0,0.9907,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9907,0.0,"[""Low-intensity thermal source (FRP: 2.0 MW)."", ""Industrial infrastructure within 0.47 km."", ""Agricultural land within 4.5 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.1%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",6,uncertain,0.0,0.9907,unclassified,0.0
214,21.1658,72.66228,1.54,301.64,2026-09-02,,999.0,4.351,8.716,999.0,999.0,0.032,unclassified,0.0,0.9896,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9896,0.0,"[""Low-intensity thermal source (FRP: 1.5 MW)."", ""Industrial infrastructure within 0.37 km."", ""Agricultural land within 4.4 km."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (99.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",6,uncertain,0.0,0.9896,unclassified,0.0
215,7.47998,81.08479,2.11,311.65,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9996,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9996,0.0,"[""Low-intensity thermal source (FRP: 2.1 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9996,unclassified,0.0
216,7.5548,81.30308,3.47,323.29,2026-09-02,,999.0,999.0,999.0,999.0,999.0,999.0,unclassified,0.0,0.9997,low,uncertain,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9997,0.0,"[""Low-intensity thermal source (FRP: 3.5 MW)."", ""All 14 labeling functions abstained due to lack of spatial context."", ""XGBoost also abstained: its most probable class was 'unclassified' (100.0%), meaning no specific class met the evidence threshold."", ""Decision [uncertain]: classified as unknown requiring ground review.""]",4,uncertain,0.0,0.9997,unclassified,0.0
